编号,整理建议,故事环节,实验用途,已有结果如何理解,下一步,证据质量提醒,协议组,实验族,记录方法,划分,记录seed,LoRA rank,精度类型,本地状态,首记录轮,末记录轮,记录点数,末20轮起点,末20轮终点,末20轮Overall,末20轮Head20,末20轮Middle60,末20轮Tail20,末20轮NonTail80,末20轮Many大于100,末20轮Medium20至100,末20轮Few小于20,最后记录Overall,最后记录Tail,观测Tail峰值,观测峰值轮,观测峰值至最后回落pp,逐类复算状态,缺类逐类文件数,相同曲线副本组,跨seed同曲线组,正常训练,额外训练,损失,聚合,正常steps,额外steps,本地总steps,功能修正steps,原始路径,推荐结果入口,曲线来源
R42b48f11a,必须保留,5 辅助方法 B,uniform8 × 有无旧B迁移的必要负对照,uniform8下B额外late Tail仅+0.0225；更换权重并未显示大幅增益。,保留弱收益证据；不能与A-only样本权重基线跨配方直接归因。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_b_aggregation_analysis,sfra_full-cp_bagg_uniform8_b_transfer,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.655,76.02250000000001,68.73333333333333,71.0525,70.55562499999999,73.07285714285715,68.62714285714286,70.2,70.77,70.75,71.65,56,0.9000000000000057,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_b_aggregation_analysis/sfra_b_aggregation/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.3_probe0.1_reg0.001_bagg_uniform8_fast,output/sfra_b_aggregation_analysis/sfra_b_aggregation/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.3_probe0.1_reg0.001_bagg_uniform8_fast,output/sfra_b_aggregation_analysis/sfra_b_aggregation/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.3_probe0.1_reg0.001_bagg_uniform8_fast/round_metrics.csv
Rc84498c4f,必须保留,5 辅助方法 B,uniform8 × 有无旧B迁移的必要负对照,uniform8下B额外late Tail仅+0.0225；更换权重并未显示大幅增益。,保留弱收益证据；不能与A-only样本权重基线跨配方直接归因。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_b_aggregation_analysis,sfra_full-cp_bagg_uniform8,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.625,76.035,68.68666666666667,71.03,70.52374999999999,73.07285714285715,68.57428571428571,70.16166666666666,70.75,70.75,71.65,57,0.9000000000000057,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_b_aggregation_analysis/sfra_b_aggregation/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_bagg_uniform8_fast,output/sfra_b_aggregation_analysis/sfra_b_aggregation/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_bagg_uniform8_fast,output/sfra_b_aggregation_analysis/sfra_b_aggregation/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_bagg_uniform8_fast/round_metrics.csv
R852d06edf,必须保留,5 辅助方法 B,当前共享 B 迁移及 A-only 对照,对 A-only late Tail+0.1525，Overall+0.0695，Few30约+0.3717；单seed增益较小。,若论文保留B模块，此对照必须保留，但不足以声称显著抗遗忘。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_b_shared_transfer_analysis,sfra_full-cp_b_shared_transfer,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.7025,76.16,68.755,71.0875,70.60625,73.15142857142857,68.46142857142857,70.46000000000001,70.82,70.8,71.8,54,1.0,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_b_shared_transfer_analysis/sfra_b_shared_transfer/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_bshared_b_lr0.3_probe0.1_reg0.001_fast_v2_f64_c4,output/sfra_b_shared_transfer_analysis/sfra_b_shared_transfer/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_bshared_b_lr0.3_probe0.1_reg0.001_fast_v2_f64_c4,output/sfra_b_shared_transfer_analysis/sfra_b_shared_transfer/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_bshared_b_lr0.3_probe0.1_reg0.001_fast_v2_f64_c4/round_metrics.csv
R637027cbc,待定用途,5 辅助方法 B,旧版接收端 B 迁移学习率扫描,lr0.03/0.1/0.3均只有很小正向差异；与共享B实现不同。,作为版本追踪或附录；停止扩大旧版扫描，优先检验共享B实际价值。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_b_transfer_run2_analysis,sfra_full-cp_b_transfer,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.63550000000001,76.0875,68.71583333333334,70.9425,70.55875,73.12285714285714,68.60714285714286,70.1,70.79,70.65,71.65,57,1.0,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.03_probe0.1_reg0.001,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.03_probe0.1_reg0.001,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.03_probe0.1_reg0.001/round_metrics.csv
R1a414fa13,待定用途,5 辅助方法 B,旧版接收端 B 迁移学习率扫描,lr0.03/0.1/0.3均只有很小正向差异；与共享B实现不同。,作为版本追踪或附录；停止扩大旧版扫描，优先检验共享B实际价值。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_b_transfer_run2_analysis,sfra_full-cp_b_transfer,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.64450000000001,76.09,68.72833333333332,70.9475,70.56875,73.12714285714286,68.61714285714285,70.11333333333333,70.81,70.65,71.65,57,1.0,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.1_probe0.1_reg0.001,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.1_probe0.1_reg0.001,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.1_probe0.1_reg0.001/round_metrics.csv
R5e75471ac,待定用途,5 辅助方法 B,旧版接收端 B 迁移学习率扫描,lr0.03/0.1/0.3均只有很小正向差异；与共享B实现不同。,作为版本追踪或附录；停止扩大旧版扫描，优先检验共享B实际价值。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_b_transfer_run2_analysis,sfra_full-cp_b_transfer,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.6685,76.08500000000001,68.76,70.97749999999999,70.59125,73.12714285714286,68.66,70.14333333333333,70.82,70.65,71.6,56,0.9499999999999886,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.3_probe0.1_reg0.001,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.3_probe0.1_reg0.001,output/sfra_b_transfer_run2_analysis/sfra_b_transfer_run2/seed42/client-longtail/full-cp/lambda10_mu1_protocol42_b_lr0.3_probe0.1_reg0.001/round_metrics.csv
Rb3ae9e611,待定用途,4 主方法 A,Full-CP 主方法与分类正则 μ 扫描,μ1 late Tail70.935、Overall70.633；μ3提高头中部但降低尾类保持。,保留μ敏感性全结果，说明头中部恢复与尾部保持的权衡。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_cp_analysis,sfra_full-cp,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.59,76.05,68.61833333333333,71.045,70.47625000000001,73.08285714285714,68.45714285714286,70.17,70.69,70.75,71.6,63,0.8499999999999943,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu0.3_protocol42,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu0.3_protocol42,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu0.3_protocol42/round_metrics.csv
R29b405139,必须保留,4 主方法 A,Full-CP 主方法与分类正则 μ 扫描,μ1 late Tail70.935、Overall70.633；μ3提高头中部但降低尾类保持。,μ1作为当前约定主设置；μ0.3/3完整保留为敏感性，勿按测试峰值选优。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_cp_analysis,sfra_full-cp,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.63300000000001,76.10499999999999,68.70833333333334,70.935,70.5575,73.13142857142857,68.60142857142857,70.08833333333334,70.79,70.65,71.65,57,1.0,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu1_protocol42,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu1_protocol42,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu1_protocol42/round_metrics.csv
Ra116c9874,待定用途,4 主方法 A,Full-CP 主方法与分类正则 μ 扫描,μ1 late Tail70.935、Overall70.633；μ3提高头中部但降低尾类保持。,保留μ敏感性全结果，说明头中部恢复与尾部保持的权衡。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_cp_analysis,sfra_full-cp,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.72200000000001,76.215,68.975,70.47,70.785,73.28999999999999,69.01,69.72333333333333,70.8,69.95,71.6,52,1.6499999999999915,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu3_protocol42,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu3_protocol42,output/sfra_cp_analysis/sfra_cp/seed42/client-longtail/full-cp/lambda10_mu3_protocol42/round_metrics.csv
R2026b9a85,必须保留,4 主方法 A,Flat-CP 去掉来源优先级,Full-CP比Flat-CP末20轮Tail高0.880点；Overall低0.0795点；回落少1.10点。,保留单因素规则对照，注明fast执行路径差异；补齐同版Current-CP。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_cp_analysis_new,sfra_flat-cp,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.7125,76.175,69.11083333333333,70.05499999999999,70.876875,73.2357142857143,69.31,69.405,70.84,69.55,71.65,52,2.1000000000000085,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_cp_analysis_new/sfra_cp/seed42/client-longtail/flat-cp/lambda10_mu1_protocol42_fast,output/sfra_cp_analysis_new/sfra_cp/seed42/client-longtail/flat-cp/lambda10_mu1_protocol42_fast,output/sfra_cp_analysis_new/sfra_cp/seed42/client-longtail/flat-cp/lambda10_mu1_protocol42_fast/round_metrics.csv
R5f5e239d9,待定用途,4 主方法 A,来源、历史功能目标与功能修正的早期对照,Full λ10较同频 S 提高 Tail，牺牲部分 Overall；Current/Flat 是无CP的旧消融。,旧无CP消融或λ敏感性；不得用current代替current-cp。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_v1_analysis,sfra_current,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.861,76.75,69.53083333333333,68.9625,71.33562500000001,73.84857142857143,69.94285714285715,68.44666666666667,71.0,68.55,71.8,48,3.25,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/current/lambda10_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/current/lambda10_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/current/lambda10_protocol42/round_metrics.csv
R8b135d778,待定用途,4 主方法 A,来源、历史功能目标与功能修正的早期对照,Full λ10较同频 S 提高 Tail，牺牲部分 Overall；Current/Flat 是无CP的旧消融。,旧无CP消融或λ敏感性；不得用current代替current-cp。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_v1_analysis,sfra_flat,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.7005,76.1575,69.06,70.16499999999999,70.834375,73.20285714285714,69.22142857142856,69.50666666666667,70.8,69.65,71.6,50,1.9499999999999886,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/flat/lambda10_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/flat/lambda10_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/flat/lambda10_protocol42/round_metrics.csv
R23269e0bb,必须保留,4 主方法 A,来源、历史功能目标与功能修正的早期对照,Full λ10较同频 S 提高 Tail，牺牲部分 Overall；Current/Flat 是无CP的旧消融。,Full λ10作无CP消融；其余作为历史证据或超参附录。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_v1_analysis,sfra_full,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.565,76.025,68.57583333333334,71.0725,70.438125,73.05571428571429,68.39,70.19666666666667,70.67,70.85,71.55,64,0.7000000000000028,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda10_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda10_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda10_protocol42/round_metrics.csv
Rc28294125,待定用途,4 主方法 A,来源、历史功能目标与功能修正的早期对照,Full λ10较同频 S 提高 Tail，牺牲部分 Overall；Current/Flat 是无CP的旧消融。,旧无CP消融或λ敏感性；不得用current代替current-cp。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_v1_analysis,sfra_full,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.88300000000001,76.75,69.57833333333333,68.92999999999999,71.37125,73.85714285714286,69.97999999999999,68.46666666666667,71.05,68.6,71.8,48,3.200000000000003,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda1_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda1_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda1_protocol42/round_metrics.csv
Rff2ff9082,待定用途,4 主方法 A,来源、历史功能目标与功能修正的早期对照,Full λ10较同频 S 提高 Tail，牺牲部分 Overall；Current/Flat 是无CP的旧消融。,旧无CP消融或λ敏感性；不得用current代替current-cp。,,P5 SFRA/rank4/FP32/LA/Client-LT（执行版本另核）,sfra_v1_analysis,sfra_full,client-longtail,42,,,完成标记与曲线一致,0,100,101,81,100,70.7975,76.5025,69.37,69.375,71.153125,73.57285714285715,69.69428571428571,68.84666666666666,70.9,68.95,71.75,49,2.799999999999997,逐类核对通过,0,,,,,,,105600,31680,137280,270,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda3_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda3_protocol42,output/sfra_v1_analysis/sfra_v1/seed42/client-longtail/full/lambda3_protocol42/round_metrics.csv
R509ebd0c0,建议归档,旧 gate / oracle,短程gate、oracle及两轮验证,不能替代100轮单共享模型的适配与保持验证。,停止作为论文主结果；留工程/可行性历史。,,H5 其他历史协议；仅在同配置内比较,stage3_two_round_seed42,ClipLora,client-longtail-controlled,42,2,fp32,短运行或本地结果不完整,0,2,3,,,,,,,,,,,65.16,66.45,66.45,2,0.0,逐类核对通过,0,,,,,,fedavg,,,,,output/stage3_two_round_seed42/combined,output/stage3_two_round_seed42/combined,output/stage3_two_round_seed42/combined/round_metrics.csv
Rc687c356e,建议归档,旧 gate / oracle,短程gate、oracle及两轮验证,不能替代100轮单共享模型的适配与保持验证。,停止作为论文主结果；留工程/可行性历史。,,H5 其他历史协议；仅在同配置内比较,stage3_two_round_seed42,ClipLora,client-longtail-controlled,42,2,fp32,短运行或本地结果不完整,0,2,3,,,,,,,,,,,65.16,66.4,66.4,1,0.0,逐类核对通过,0,,,,,,fedavg,,,,,output/stage3_two_round_seed42/fedavg,output/stage3_two_round_seed42/fedavg,output/stage3_two_round_seed42/fedavg/round_metrics.csv
Rdb20dc643,建议归档,旧 gate / oracle,短程gate、oracle及两轮验证,不能替代100轮单共享模型的适配与保持验证。,停止作为论文主结果；留工程/可行性历史。,,H5 其他历史协议；仅在同配置内比较,stage3_two_round_seed42,ClipLora,client-longtail-controlled,42,2,fp32,短运行或本地结果不完整,0,2,3,,,,,,,,,,,65.17,66.45,66.45,2,0.0,逐类核对通过,0,,,,,,fedavg,,,,,output/stage3_two_round_seed42/random_proposal,output/stage3_two_round_seed42/random_proposal,output/stage3_two_round_seed42/random_proposal/round_metrics.csv
R522ccee8e,建议归档,旧日志结果,test目录的旧ACPFL评测日志,日志末次Overall94.04%；Head/Medium/Tail标签为旧75%/95%/5%口径，不可当当前Tail20。,保存日志独立摘要；不并入当前CIFAR100-LT正式主表。,日志有准确率，已另表保存；分组与轮次未按当前协议核实，不冒充Tail20曲线。,H5 其他历史协议；仅在同配置内比较,test,,,,,,只有日志评测摘要，未发现标准逐轮CSV,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/test,output/test,per_class CSV
Rf78d40e7a,待定用途,外部方法与旧聚合,固定 A 的 FedAvg/static/progressive 与 CAPT,static/progressive对Tail有小幅改善；CAPT整体更高、Tail更低；协议需明确。,rank2旧方法比较可留附录；最终外部基线先审客户端起点、预算与测试反馈。,,P6 固定A/rank扫描或预算对齐CAPT（逐行区分）,v2_capt_analysis,CAPT,client-longtail,42,,,已记录到第100轮或以后,1,100,100,81,100,69.9845,81.815,67.76333333333334,64.8175,71.27625,77.58142857142857,67.0142857142857,64.58666666666667,70.09,65.35,71.0,11,5.650000000000006,逐类核对通过,0,,,更新提示及CAPT原有可训练组件,无A/B更新,CAPT原生目标,cluster协作；每轮全局聚合,,,,,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/capt,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/capt,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/capt/round_metrics.csv
Rd5f58bb72,待定用途,外部方法与旧聚合,固定 A 的 FedAvg/static/progressive 与 CAPT,static/progressive对Tail有小幅改善；CAPT整体更高、Tail更低；协议需明确。,rank2旧方法比较可留附录；最终外部基线先审客户端起点、预算与测试反馈。,,P6 固定A/rank扫描或预算对齐CAPT（逐行区分）,v2_capt_analysis,ClipLora,client-longtail,42,2,fp32,已记录到第100轮或以后,0,100,101,81,100,67.57849999999999,77.1,64.56416666666667,67.1,67.698125,72.81428571428572,64.24142857142857,65.36333333333333,67.64,66.8,67.65,53,0.8500000000000085,逐类核对通过,0,,,冻结A，只更新B；每轮3 epoch,无,普通 CE,B按样本量q聚合,,,,,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/fedavg,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/fedavg,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/fedavg/round_metrics.csv
Rec028d79a,待定用途,外部方法与旧聚合,固定 A 的 FedAvg/static/progressive 与 CAPT,static/progressive对Tail有小幅改善；CAPT整体更高、Tail更低；协议需明确。,rank2旧方法比较可留附录；最终外部基线先审客户端起点、预算与测试反馈。,,P6 固定A/rank扫描或预算对齐CAPT（逐行区分）,v2_capt_analysis,ClipLora,client-longtail,42,2,fp32,已记录到第100轮或以后,0,100,101,81,100,67.5895,74.85249999999999,65.1975,67.5025,67.61125,71.75857142857143,64.80571428571429,65.97333333333333,67.66,67.45,67.7,52,0.25,逐类核对通过,0,,,冻结A，只更新B；每轮3 epoch,无,普通 CE,"B权重=(1−β)q+βp；β=clip((轮次−5)/15,0,1)",,,,,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/progressive,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/progressive,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/progressive/round_metrics.csv
Rf4a56b43b,待定用途,外部方法与旧聚合,固定 A 的 FedAvg/static/progressive 与 CAPT,static/progressive对Tail有小幅改善；CAPT整体更高、Tail更低；协议需明确。,rank2旧方法比较可留附录；最终外部基线先审客户端起点、预算与测试反馈。,,P6 固定A/rank扫描或预算对齐CAPT（逐行区分）,v2_capt_analysis,ClipLora,client-longtail,42,2,fp32,已记录到第100轮或以后,0,100,101,81,100,67.584,74.83,65.19583333333334,67.5025,67.604375,71.74571428571429,64.79857142857142,65.97833333333332,67.63,67.45,67.7,74,0.25,逐类核对通过,0,,,冻结A，只更新B；每轮3 epoch,无,普通 CE,B权重=0.12q+0.88p,,,,,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/static,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/static,output/v2_capt_analysis/output/cifar100_LT/v2_matched/seed42/static/round_metrics.csv
